code,name,lat,lon
KRMA,KARAMTOLA,25.2509,87.5526
KRMB,KARMABAD BH,24.07891,85.974026
KRMD,KUARMUNDA,22.2865,84.7896
KRMG,KUMARAMANGALAM,10.696033,78.723707
KRMI,KARMALI,15.490233,73.924684
KRMP,KUMARIPUR HALT,25.464974,87.595196
KRMR,KARIMNAGAR,18.458361,79.143019
KRND,KHORASON ROAD,26.0893,82.8667
KRNH,KARANAHALLI,13.666671,75.933895
KRNI,KRISHNAI,26.070584,90.682268
KRNN,KARNAUTI HALT,25.453195,85.544186
KRNR,KRISHNARAJNAGAR,12.445201,76.388417
KRNT,KURNOOL CITY,15.833215,78.032155
KRNU,KONANUR,12.025554,76.810055
KRON,KARONA HALT,25.261718,85.005482
KRP,KRISHNAPUR,24.4065,88.2563
KRPN,KHAREPATAN ROAD,16.569092,73.661095
KRPP,KURUPPANTARA,9.734775,76.510849
KRPU,KORAPUT JN.,18.79208,82.719326
KRQ,KARARI,25.5303,78.5086
KRR,KARUR JN.,10.965882,78.085327
KRRA,KARRA,23.119364,85.13134
KRRI,KHAIRRANJI,22.419042,80.039409
KRS,KARISATH,25.5494,84.5631
KRSA,KHARSALIYA,22.7031,73.5529
KRSL,KRISHNASHILLA,24.1545,82.768
KRSW,KOHAR SINGHWALA,30.76035,74.445934
KRT,KHURAHAT,25.9851,83.4555
KRTA,KARKATA,24.296258,83.837872
KRTH,KIRATGARH,22.5382,77.7725
KRTL,KARTAULI,28.17281,79.25005
KRTN,KIRTINAGAR,28.6542,77.1516
KRTR,KAROTA PATNER,25.152853,86.038055
KRU,KHERALU,23.881757,72.628212
KRUR,KEERANUR,10.576585,78.787222
KRV,KARAVADI,15.5527,80.1129
KRW,KHARWA,26.204734,74.42688
KRXA,KHARA MP,21.6721,80.2044
KRXM,KRISHNAMOHAN (HALT),22.330268,88.449769
KRY,KADIRI,14.114518,78.165321
KRYA,KURRAIYA,28.416919,80.244312
KRYP,KADIRIDEVARAPALLI,14.405536,77.203356
KRYR,KARAMSAD,22.532933,72.917032
KRZ,KHARAWAR,28.8312,76.6807
KS,KHETA SARAI,25.9233,82.6913
KSA,KHASA,31.6104,74.7145
KSAE,KOSAI,19.643881,78.325481
KSAR,KUDALA SANGAM,16.3071,75.8914
KSB,KOSAMBA JN,21.4642,72.9547
KSBI,KASHIABARI,26.385104,88.769016
KSBP,KESHABPUR,22.221734,87.948732
KSC,KASHI CHAK,25.0711,85.719
KSD,KESHOD,21.297292,70.251904
KSDE,KARSINDHU,29.3917,76.7316
KSE,KOSAD,21.2557,72.8656
KSF,KHALISPUR,25.5255,82.8315
KSG,KISHANGARH,26.5894,74.856
KSH,KALI SINDH,23.3448,76.4307
KSHR,KESHWARI,24.194833,85.864162
KSHT,KHETIA,23.3138,87.8851
KSI,KOSLI,28.412,76.4648
KSIH,KHODSEONI,21.1722,80.1306
KSJ,KASGANJ,27.8015,78.6457
KSK,KASIMKOTA,17.6734,82.9639
KSM,KAMASAMUDRAM,12.8807,78.2001
KSMB,KUSUMBHA HALT,25.114824,85.798244
KSN,KRISHNA,16.4095,77.3287
KSNA,KANASAR NAWADA,24.026138,85.28993
KSNG,KESINGA,20.1882,83.2248
KSNR,KHUSHAL NAGAR,27.0277,83.7122
KSO,KHEMASULI,22.338088,87.185183
KSP,KISHANPUR,25.925011,85.840044
KSPR,KASHIPURA SARAR,22.119676,73.145428
KSQ,KANSPUR GUGAULI,26.0738,80.6253
KSR,KASTURI,27.1398,81.7286
KSRA,KASARA,19.6475,73.4724
KSTA,KASTHA,24.8024,84.9217
KSTH,KASHTI,18.531212,74.608326
KSU,KUSTAUR,23.430016,86.497936
KSV,KOSI KALAN,27.788441,77.445889
KSVR,KESHAV NAGAR HALT,29.2114021,73.4547518
KSW,KHERI SALWA,26.421697,73.372192
KSWD,KASAR WADI,18.609889,73.818984
KSWR,KALMESHWAR,21.229122,78.915911
KSX,KOTSHILA,23.411311,86.079168
KSY,KUSIARGAON,26.057708,87.479668
KT,KUMTA,14.437,74.4208
KTA,KUSHTALA,25.9611,76.3264
KTBR,KASTURBA NAGAR,13.005269,80.247746
KTCE,KATOGHAN,25.7297,81.1652
KTCH,KAITHALKUCHI,26.4505,91.3393
KTD,KANTADIH,23.21871,86.29662
KTDD,KATAIYA DANDI,25.1465,81.3822
KTE,KATNI,23.833795,80.400953
KTES,KATNI SOUTH JUNCTION,23.824295,80.400683
KTF,KOT FATTEH,30.121,75.0882
KTGA,KEUTIGUA,19.3036,83.3682
KTGD,KOTH GANGAD,22.635,72.307
KTGG,KARATAGI,15.6195221,76.6773485
KTGM,KAYASTHAGRAM,24.721262,92.353306
KTH,KATRASGARH,23.7959,86.3026
KTHA,KHUTAHA,24.802318,80.86092
KTHD,KOTHARI ROAD,22.1567,82.7083
KTHL,KATHOLA,27.144,81.8028
KTHN,KATHOUN,24.735,86.739
KTHY,KALTHURUTHY HALT,8.969608,77.098618
KTI,KANTI,26.1993,85.2854
KTJ,KHALTIPUR,24.876,88.0219
KTJI,KATHA JORI,20.45098,85.896263
KTK,KYATANEAKERI RD,17.05301,75.820856
KTKA,KOTAKADRA,16.668344,77.869077
KTKD,KATANGI KHURD JUNCTION,23.772621,80.474038
KTKH,KOTLAKHERI,22.078084,76.173534
KTKL,KOTLI KALAN,30.0276,75.3241
KTKS,KANTAKOSH HALT,25.342475,87.620258
KTLA,KATKOLA JN,21.8371,69.8739
KTLP,KATALPUR(HALT),26.264632,84.744158
KTLR,KANTHALIYA ROAD,23.991271,88.178501
KTM,KUTTALAM,11.069845,79.557409
KTMA,KOTMA,23.2029,81.9791
KTNA,KATHANA,22.2989711,72.8069618
KTNR,KIRTYANAND NGR,25.808391,87.411175
KTO,KATORA,23.3118,82.714
KTOA,KOTANA,23.930563,73.740749
KTOR,KATORIYA,24.740594,86.729247
KTP,KATEPURNA,20.724247,77.259851
KTPK,KOTHA PAKKI,30.144237,73.966656
KTPM,KOTTURPURAM,13.013715,80.248089
KTPR,KATHALPUKHURI,27.210213,94.049835
KTQ,KUDRA,25.0485,83.7934
KTRA,KOTRA,25.8108,78.3812
KTRD,KATOSAN ROAD,23.409381,72.246437
KTRH,KATAREAH,25.4,87.1943
KTRI,KATARI,24.9997754,85.2686781
KTRK,KUTURUKHAMAR PH,19.90391,83.058483
KTRR,KATHARA ROAD,26.3098,80.2286
KTSH,KOTMI SONAR HALT,22.024,82.3601
KTT,KHUTBAV,18.485959,74.315815
KTTR,KATTUR,10.8961,78.8554
KTU,KUTTIPPURAM,10.8456,76.0332
KTV,KOTTAVALASA,17.8927,83.1854
KTW,KOTDWARA,29.7426,78.5211
KTWS,KATHUWAS,28.129522,76.336069
KTX,KATAKHAL JN,24.83457,92.627277
KTY,KOTTURU,14.8251,76.2118
KTYM,KOTTAYAM,9.594487,76.532478
KTYR,KOTTAIYUR,10.112317,78.786557
KU,KULIKARAI,10.766195,79.579124
KUA,KULHARIA,25.568343,84.757977
KUB,KASBA,25.860305,87.529106
KUC,KARUKKUTTY,10.2261,76.3734
KUCE,KUCHAI,22.0083698,86.697195
KUD,KUDACHI,16.6258,74.8584
KUDA,KUNDAPURA,13.613289,74.728746
KUDL,KUDAL,16.017271,73.67775
KUDN,KUDNI,29.7387,75.8523
KUE,KURSELA,25.4407,87.2536
KUF,KAURHA,27.463,80.103
KUG,KUSUGALI,15.3916,75.2331
KUGT,KUMAR GHAT,24.149808,92.034402
KUH,KHACHROD,23.4428,75.2865
KUI,KULALI,17.3574,76.4701
KUJU,KUJU,23.725384,85.50233
KUK,KORUKONDA,18.0538,83.3199
KUKA,KUKA,30.3014,74.0804
KUKT,KURUKOTTA,17.476038,76.895334
KUL,KALLAYI,11.234307,75.788584
KULH,KULHA-HALT,26.3677948,80.6614049
KUM,KURAM,20.808876,77.58781
KUMB,KUMARBAGH,26.874842,84.5119
KUMM,KUMPBALAM,9.9063,76.3112
KUMT,KURMAHAT,24.531557,87.115335
KUN,KARNAL,29.6943,76.9695
KUND,KUND,28.142692,76.388597
KUP,KUP,30.6025,75.8519
KUPR,KHURDPUR,31.4252,75.7236
KUQ,KURETHA,25.4978,87.6391
KUR,KHURDA ROAD JN,20.1531,85.7082
KURJ,KHAJURAHO,24.7964,79.8895
KURN,KHUKRANA,29.399824,76.923866
KURO,KORARI,26.4883,80.5294
KURT,KHURDA TOWN,20.15837,85.593379
KURV,KURVA,24.2477928,87.2877454
KUT,KANAUTA,26.842069,75.949345
KUTI,KHUMTAI,26.626744,93.864613
KUU,KUHURI,19.8597,85.3524
KUV,KUNDARA,8.9599,76.6781
KUW,KANWAR,25.7007,81.221
KVA,KAVAS,25.867256,71.538506
KVC,KAPARPURA,26.18,85.3093
KVD,KHURMABAD ROAD,25.021529,83.848343
KVDU,KADAVAKUDURU,15.725592,80.259333
KVE,KAVALANDE,12.0334,76.7994
KVG,KUNEANGANJ,26.396,81.1367
KVGM,KOLVAGRAM,26.98144,76.451454
KVJ,KESHAVGANJ,24.856534,73.071699
KVK,KAVATHE MAHANKAL,17.007217,74.944611
KVL,KIZHVELUR,10.754558,79.743404
KVLK,KAVAL KINARU,8.279445,77.573004
KVLR,KARUVALLI,11.8308,78.0276
KVLS,KARAKAVALASA,18.2918,82.991
KVM,KAVUTARAM,16.3285,81.0691
KVN,KAVANUR,12.9486,78.9693
KVO,KEVDI ROAD,20.826405,73.368244
KVP,KAVARAIPPETTAI,13.3634,80.1468
KVPT,KARAI KOVIL PATHU,10.930801,79.833047
KVQ,KOSIARA,24.4789,83.9088
KVR,KOVVUR,17.0067,81.7261
KVS,KALSUR,14.883576,75.40123
KVTA,KARUVATTA HALT,9.316661,76.431112
KVU,KADAKAVUR,8.6792,76.7668
KVV,KURAVAPPULAM,10.419612,79.786835
KVX,KUSUMBHI,26.6483,80.6661
KVZ,KAVALI,14.9161,79.9884
KW,KHERVADI,20.0465,73.9736
KWAE,KATWA,23.639885,88.123655
KWAR,KAWAR,24.246026,86.184724
KWB,KANIWARA,22.213947,79.7295
KWC,KUNDWA CHAINPUR,26.772204,85.183439
KWD,KARWANDIA,24.9531,84.0845
KWDP,KWAKDWIP,21.8795,88.193779
KWE,KHURIAL,25.5171,87.837
KWGN,KAWARGAON,18.896,81.5335
KWH,KACHHWA ROAD,25.2509,82.7071
KWI,KIVARLI,24.529087,72.834635
KWJ,KHOJEWALA,31.3592,75.4749
KWM,KAMPUR,26.160214,92.65749
KWMD,KUMBHAWAS MUNDALIA D,28.255401,76.660881
KWN,KACHEWANI,21.4299,79.9813
KWNI,KAWNPUI,23.995076,92.645044
KWO,KARAUTA,25.4685,85.4681
KWP,KHATIPURA,26.836019,75.890808
KWPR,KHAWASPUR,26.2388894,87.3821418
KWR,KOELWAR,25.569,84.7923
KWV,KURDUVADI JN.,18.091768,75.417538
KWW,KUSWA,27.4737,78.4035
KXB,KANJAI,24.330987,78.169072
KXE,KALIAN CHAK,25.0347,87.7369
KXF,KAMPIL ROAD,27.567939,79.265327
KXG,KHARIA KHANGAR,26.609863,73.686333
KXH,KAPURTHALA,31.3664,75.3823
KXI,KURUMURTHI,16.494444,77.862983
KXJ,KARIMGANJ JN.,24.860467,92.373519
KXK,KHARKHAUDA,28.8329,77.7385
KXL,KAMARBANDHA ALI,26.529181,94.055972
KXM,KITHAM,27.254,77.8173
KXN,KANSHBAHAL,22.2152,84.6663
KXO,KUDIKADU,10.775976,79.241982
KXP,KANIYAPURAM,8.587302,76.854172
KXRA,KURIA HALT,26.467807,85.004997
KXT,KETTI,11.3816,76.7371
KXX,KATA ROAD,20.187779,77.11132
KXY,KARIYAPATTINAM,10.453545,79.737139
KY,KARELI,22.9319,79.0664
KYA,KAURIYA,25.5501,84.5331
KYB,KALYAR,23.122,87.7696
KYBR,KHAIRATIYA BH R,28.272032,81.081505
KYE,KHURAI,24.0517,78.3313
KYF,KAJRAT NAWADIH,24.5914,84.0505
KYG,KIDIYANAGA,23.4797,70.7692
KYH,KHAIRAH,25.8611,84.7602
KYI,KALYANI,22.9692,88.4675
KYJ,KAYANKULAM JN,9.182176,76.512523
KYM,KADIYAM,16.914488,81.832824
KYN,KALYAN JN,19.235126,73.13015
KYND,KALYANDURGA,14.57342,77.119624
KYNT,KALYANKOT,29.2986,73.6368
KYO,KHANDIKAR,26.463351,91.642799
KYP,KALYANPUR,22.343566,88.414707
KYQ,KAMAKHYA,26.156054,91.689405
KYS,KUSUMKASA,20.6374,81.0879
KYT,KAILAHAT,25.1547,82.9471
KYV,KOYILVENNI,10.776144,79.368496
KYW,KARCHHUE,26.2346,84.1845
KYX,KARHIYA BHADELI,23.858524,79.504623
KYY,KARIHA,31.1461,76.0679
KYZ,KIZHA PULIYUR,8.956764,77.323451
KZA,KHADA,27.182806,83.868256
KZB,KURUMBUR,8.5852,78.0391
KZC,KULUKKALUR,10.867867,76.239023
KZE,KANHANGAD,12.3198,75.0848
KZH,KILA ZAFARGARH,29.0864,76.4233
KZI,KHANDRAWALI,29.3242,77.2928
KZJ,KAZIPET JN,17.9741,79.5109
KZK,KAZHAKUTTAM,8.5562,76.8726
KZPE,KAZIPARA HALT,23.906717,88.188072
KZPR,KAZIPARA,22.7229014,88.5054801
KZQ,KHIMEL,25.300579,73.279967
KZS,KUAKHERA HALT,28.546151,78.766197
KZT,KULITTHURAI,8.3018,77.2183
KZTW,KULITTURAI WEST,8.3235,77.2095
KZU,KUNKI,22.8755,86.0673
KZW,KATAR SINGHWALA,30.1543,75.011
KZX,KHUDDA KORALA,31.7297,75.6475
KZY,KAYALPATTINAM,8.5672,78.1
LAA,LAKHPAT,23.597576,71.028731
LAD,LOHARDAGA  BS,23.446317,84.70768
LAE,LAKHOLI,21.2013,81.8902
LAK,LAKHO,25.4166,86.2052
LAL,LUSHALA,21.395221,70.329494
LAP,LOHAPUR,24.302,87.9634
LAR,LALITPUR,24.6881,78.3956
LAT,LATHI,21.7394,71.3866
LATH,LATH HALT,29.063105,76.788952
LAU,LADNUN,27.64263,74.40568
LAV,LABHA,25.4425,87.739
LB,LAINE BAZAR(HALT),26.429766,84.281144
LBA,LAMBHUA,26.1554,82.1914
LBG,LIMBGAON,19.179058,77.188053
LBI,LILABARI,27.288502,94.070606
LBN,LABAN,25.574,76.2076
LBO,LATABOR,20.789498,81.26544
LBP,LABPUR,23.812753,87.805867
LBT,LALGARH BIHAR HALT,24.161007,83.979492
LBTL,LEBUTALA,22.666611,88.639927
LBW,LAIBURWA HALT,27.528519,82.505093
LBZ,LALBAG BH,24.5096,85.4466
LC,LUCKNOW CITY,26.859069,80.917826
LCAE,LALBAGH CRT RD,24.1736,88.2463
LCH,LINCH,23.5214,72.3504
LCK,LAKHOCHAK HALT,25.145071,86.133829
LCR,LOKUR,11.9281,78.1744
LCT,LANGCHOLIET,25.759392,93.311691
LD,LONDA JN,15.450123,74.496832
LDA,LIDHORA KHURD,23.852872,78.872223
LDCY,LODI COLONY,28.5795,77.2166
LDE,LOKDHIKHERA,21.5827,78.856
LDH,LUDHIANA JN,30.912387,75.847893
LDK,LADHUKA,30.4983,74.1194
LDM,LEDARMER,25.055279,72.346859
LDP,LODIPUR BISHNPR,28.8694,78.7177
LDR,LANDAURA,29.8145,77.9416
LDU,LUNIDHAR,21.7151,71.0852
LDW,LADHOWAL,31.0168,75.7857
LDX,LADDA,19.1031,83.4126
LDY,LAKKITI,10.7531,76.4344
LEB,LEMUABAD,25.482021,85.774384
LEDO,LEDO,27.288655,95.725594
LEK,LAKHAKHERA,23.758324,80.554676
LER,LEHRA,27.160853,83.233752
LGCE,LAGARGAWAN,24.464338,80.8144
LGDH,LALAGUDA GATE,17.4407,78.5248
LGH,LALGARH JN,28.043728,73.313999
LGI,LANGAL,24.8541,92.345
LGL,LALGOLA,24.4213,88.2577
LGO,LALGOPALGANJ,25.6421,81.6301
LGRE,LINGIRI,16.67,77.1887
LGT,LANGTING,25.4974,93.110075
LGTR,LINGARAJ TMP RD,20.2346,85.8155
LHA,LEHRA GAGA,29.938,75.8102
LHB,LAHABON,24.6301,86.6062
LHBK,LOTHAL BHURKHI,22.55283,72.222233
LHD,LOHOGAD,20.467546,77.078876
LHL,LAHOAL,27.45257,94.999595
LHLL,LAHLI,28.8545,76.4456
LHM,LEHRA MUHABBAT,30.2365,75.1633
LHN,LACHYAN,17.278776,75.971146
LHNA,LOHANDA HALT,25.353863,85.27964
LHNR,LAKSHMANPUR HALT,27.532629,82.342529
LHU,LOHARU,28.427411,75.801973
LHW,LOHARWARA,27.19861,75.67709
LIG,LINGA,21.9634,78.9362
LIJ,LAKSHMIGANJ,26.9278,83.7882
LIL,LILMA,25.750917,70.4696854
LIR,LACHMIPUR,27.2537,83.3786
LJN,LUCKNOW,26.831807,80.918427
LJR,LANJIGARH ROAD,19.9417,83.4016
LKA,LANKA,25.914666,92.958241
LKB,LAKSHMIPUR BHORANG,25.288008,87.36311
LKBL,LAKHABAWAL,22.409005,69.999304
LKD,LAKODARA,21.9914,73.0985
LKDU,LANKALAKODERU,16.534149,81.679316
LKE,LAKHERI,25.640134,76.192417
LKF,LAKE GARDENS,22.508017,88.352441
LKG,LAMSAKHANG,25.796336,93.046646
LKK,LYALLPUR KC HLT,31.3111,75.5945
LKKD,LAKKAD KOT,21.1634,73.6029
LKMN,LOKMANYA NAGAR,22.6913,75.8472
LKMR,LAKSHMIPUR ROAD,19.0035,83.1038
LKN,LAKHMINIA,25.4259,86.3091
LKNA,LAKHNA,20.7296,82.6628
LKNR,LAKHPAT NAGAR,27.0274,82.2845
LKO,LUCKNOW JN.,26.830505,80.925121
LKPL,LAKDI KA PUL,17.403718,78.463197
LKPR,LAKSHMIKANTPUR,22.1099,88.3218
LKQ,LAUKAHA BAZAR,26.542888,86.462703
LKR,LUCKEESARAI JN,25.1715,86.0926
LKS,LUNKARANSAR,28.493135,73.742895
LKSH,L NARAYANAPURAM,16.6003,81.5921
LKT,HULKOTI,15.4344,75.5317
LKU,LALKUA JN.,29.071174,79.517241
LKW,LAKHEWALI,30.448304,74.342251
LKX,LAKSHMIPUR,23.5029,88.3027
LKY,LAKHMAPUR,15.8697,75.6272
LKZ,LAKADIYA,23.3397,70.5868
LLBR,LALABAZAR,24.5618,92.610111
LLD,LALAVADI,21.930227,78.189526
LLGM,LELIGUMMA,19.304,83.2083
LLH,LILUAH,22.6211,88.3392
LLI,LALGUDI,10.8758,78.8137
LLJ,LALGANJ,26.172232,80.973015
LLJP,LALGANJ PAKRI,25.855109,85.192613
LLKN,LAL KALAN,30.826826,76.101066
LLP,LALITGRAM,26.353421,87.044334
LLPR,LALIT LAKSHMIPUR,26.436915,86.15633
LLR,LALPUR,26.3184,79.9481
LLST,LALSOT,26.5472507,76.3539339
LLTG,LALITAGIRI,20.5920798,86.2690756
LLU,LALRU,30.4797,76.794
LM,LIMBDI,22.56583,71.789389
LMA,LAMBIYA,25.578214,74.585495
LMD,LINGANENIDODDI,15.3995,77.703
LMG,LUMDING JN,25.750116,93.17668
LMK,LIMKHEDA,22.8335,73.9841
LMM,LAILAKH MAMLKHA,25.2195,87.0965
LMN,LACHHMANPUR,26.050152,81.256943
LMNR,LAKSHMIBAI NGR,22.7423,75.8585
LMO,LILIYA MOTA,21.539877,71.372423
LMP,LAKHIMPUR,27.947024,80.777235
LMT,ALMATTI,16.3462,75.9008
LMU,LIMARUA,22.5171,80.3552
LMY,LAIMEKURI,27.749025,95.068302
LNBI,LINGANABANDI,15.6998835,76.1583825
LNH,LACHHMAN GARH SIKAR,27.832776,75.034304
LNK,LOHIAN KHAS JN,31.165112,75.196095
LNL,LONAVALA,18.7492,73.408
LNMA,LAKHAN MAJRA HALT,29.039162,76.465529
LNN,LONAND,18.040279,74.189987
LNO,LOHNA ROAD,26.220982,86.229157
LNP,LANGARPETH,17.0843,74.9667
LNR,LUNI RICHHA,23.6605,75.5138
LNS,LUNSU HALT,32.018774,76.17953
LNW,LAKHANWARA P.H.,21.784369,79.871807
LNWT,LKO ALAMBAGH W CABIN,26.8289,80.9091
LO,LOLIYA,22.5117,72.1664
LOA,LORHA,23.581,80.7514
LOG,LOHGARA,25.2501,81.7298
LOGH,LOTTEGOLLAHALLI,13.043359,77.562447
LOHA,LOHA,28.006981,74.619484
LOK,LOKNATH,22.871588,88.033791
LOL,LOLIEM,14.939586,74.088109
LOM,LODHMA,23.230462,85.205669
LONI,LONI,18.4913,74.0202
LOT,LOHTA,25.3181,82.9548
LOV,LOVEDALE,11.3827,76.7046
LP,LALAPET,10.9514,78.3393
LPG,LAPANGA,21.7324,84.0396
LPH,LOTAPAHAR,22.6178,85.5659
LPI,LINGAMPALLI,17.483084,78.316984
LPJ,LALPUR JAM,22.187246,69.954243
LPJL,LINGAMPET JAGITYAL,18.782573,78.886728
LPK,LEPETKATA,27.347889,94.839144
LPNR,LAJPAT NAGAR,28.57902,77.243886
LPTA,LONGPATIA,27.086639,95.110788
LPW,LOHARPURWA,27.0829,83.2688
LR,LADPURA,26.5048,74.7291
LRB,LARABAD,24.407451,85.562553
LRD,LAR ROAD,26.2135,83.9098
LRI,LIHURI,18.9127,83.8493
LRJ,LAKSAR JN,29.753648,78.019238
LRU,LALPUR UMRI,26.4299,76.6805
LS,LASALGAON,20.1549,74.226
LSD,LUSADIYA,23.674713,73.415451
LSE,LASERI,28.713323,75.479798
LSGS,LAVAN SATYAGRAHA SMARAK P.H,22.096456,87.850731
LSI,LAHERIA SARAI,26.111053,85.904245
LSMP,LAKSHMAPUR,18.1250016,78.36802
LSR,LASUR,19.926151,75.011559
LSX,LOISINGHA,20.8529,83.5143
LT,LAHAVIT,19.852865,73.815079
LTA,LAMTA,22.137,80.1242
LTD,LATHIDAD,22.089696,71.702442
LTG,LATAGURI JN,26.70498,88.769875
LTHR,LATEHAR,23.725,84.468
LTI,LATTERI,12.9674,79.0656
LTK,LATHIKATA,22.1322,84.8953
LTKR,LALIT KHERA HALT,29.268358,76.477434
LTMD,LATEMDA,23.095049,85.975056
LTR,LAKHTAR,22.872933,71.776257
LTRR,LATUR ROAD,18.506064,76.844859
LTT,LOKMANYATILAK,19.07025,72.891669
LUA,LALURI KHERA,28.6081,79.7463
LUBA,LACHHUBIGHA HALT,25.368001,85.341357
LUNI,LUNI JN,26.001716,73.003635
LUR,LATUR,18.429456,76.556339
LUSA,LUSA,24.8762,82.843
LVR,LOKVIDYAPTH NGR,27.1543,83.3067
LW,LORWADA,24.217223,72.08971
LWR,ALNAVAR JN,15.424144,74.738016
LWS,LUKWASA,25.110005,77.589912
LXA,LAKSWA,27.005608,94.866772
LXD,LAKSHANNATH RD,21.8419,87.2508
LXMP,LAKXMIPUR,26.3095332,87.4150925
LYD,LAYABAD,23.773877,86.352367
MA,MADHA,18.0298,75.5466
MAA,MAVAL,24.432147,72.70031
MAAR,MALHAR,27.2042,72.3803
MABA,MANDI BAMORA,24.053832,78.082237
MABB,MABBI HALT,25.748832,86.063721
MABD,MAHBUBABAD,17.5977,79.9999
MABN,MABAN,24.641556,77.371902
MACI,MARACHI HALT,25.4489773,85.1152492
MACR,MANGULI CHOWDWAR,20.530094,85.943813
MAD,MADDUR,12.6047,77.0495
MADA,MAONDA,27.809928,75.828123
MADM,MATRADHAM,22.048493,79.451641
MADR,MADURE,15.812735,73.808727
MADU,MADDURU,15.443248,78.379074
MAE,MATHERAN,18.989444,73.271111
MAEL,MAEL,23.574608,85.625982
MAF,MANAVUR,13.096115,79.801598
MAG,MANGALAGIRI,16.4378,80.5646
MAGH,MANIKGARH,19.7877,79.3985
MAH,MADHOGANJ,27.1178,80.1353
MAHE,MAHE,11.6988,75.5466
MAHI,MAHIPUR,20.170504,85.010191
MAHM,MEHAM,28.9818767,76.2572339
MAHO,MAHOLI,27.6485,80.4769
MAI,MEHSI,26.3547,85.0961
MAJ,MAJHERGRAM,23.11,88.685
MAJN,MANGALORE JUNCTION,12.866113,74.87998
MAK,MALLIKPUR,22.3967,88.433
MAKG,MUALKHANG,23.900771,92.6638043
MAKH,MOKHAMPURA,26.030255,74.68317
MAKM,MARARIKULAM,9.5975,76.3175
MAKP,MANIKPURA,26.936568,78.390349
MAKR,BINA MALKHERI JUNCTION,24.170404,78.223489
MALA,MALA,28.592661,79.916782
MALB,MALIYA MIYANA JN.,23.10326,70.755043
MALK,MALKAPUR ROAD,21.9048,77.9678
MALM,MANTHRALAYAM RD,15.9487,77.2989
MALR,MALLUR,11.5543936,78.1342438
MAM,MANGAL MAHUDI,22.8357,74.0584
MAN,MANINAGAR,22.998338,72.61169
MANA,MANA,20.761491,77.469063
MANE,MANESWAR,21.4109,84.0436
MANI,MANI HALT,25.170145,84.2272
MANK,MANKI,14.199823,74.480867
MANR,MANSAROVAR,19.016367,73.080539
MANU,MANU,23.993937,92.00655
MANW,MANWA,27.219182,80.849934
MAO,MADGAON JUNCTION,15.267791,73.970604
MAP,MORAPPUR,12.1241,78.3939
MAQ,MANGALORE CENTRAL,12.861845,74.843588
MAR,MULANUR,12.6619,78.4068
MARD,MAVUR ROAD,10.6533,79.6362
MAS,PURATCHI THALAIVAR DR. MGR CTL,13.085061,80.275156
MASK,MAISAR KHANA,30.0993,75.1387
MASS,CHENNAI CENTRAL SUBURBAN STATION,13.083025,80.273875
MATL,MATLA,22.3330918,88.6276853
MAU,MAU JN,25.9392,83.5641
MAUL,MAULI BLOCK HUT,31.17521,75.769444
MAUR,MAUR,30.0627,75.2276
MAX,MANGUDI,10.7026,79.6277
MAY,MARIAHU,25.5967,82.5978
MAYP,MAYAPUR,22.868966,87.867365
MAYR,MAYAR,29.100127,75.860767
MAZ,MANGRA,23.8822,84.1123
MB,MORADABAD,28.8314,78.7656
MBA,MAHOBA,25.3065,79.8487
MBAH,MIRABIGHA HALT,25.128192,84.987251
MBB,MURSHIDABAD,24.1768,88.2814
MBC,MAHANANDA BGE,25.1999,88.076
MBDD,MAA BARAHI DEVI DHAM,25.8023933,82.0405316
MBDP,MAA BELHA DEVI DHAM PRATAPGARH,25.9131355,81.996984
MBE,MIRZAPUR BANKIPUR,22.78726,88.224506
MBF,MUNABAO,25.7426,70.2766
MBG,MAIBANG,25.30508,93.135481
MBGA,MARWAR BAGRA,25.208979,72.594051
MBI,MADHUBANI,26.3485,86.0771
MBL,MANUBOLU,14.2267,79.8773
MBM,MAMBALAM,13.037694,80.227704
MBNL,MARWAR BHINMAL,25.000683,72.275448
MBNR,MAHBUBNAGAR,16.7575,77.9992
MBO,MAIRABARI,26.450979,92.421198
MBP,MOHIBULLAPUR,26.909595,80.939283
MBQ,MUMBRA,19.190103,73.02314
MBS,MADHOSINGH,25.2497,82.5521
MBSK,MARWAR BALIA,27.358047,74.545326
MBT,MARWAR BITHRI,27.099629,72.290211
MBU,MELPATTAM BAKKAM,11.785148,79.623199
MBV,MIRZAPUR BACHHOD,28.077887,76.198397
MBW,MALWARA,24.787514,72.255363
MBY,MANDI DABWALI,29.966237,74.700165
MC,MANDAPAM CAMP,9.281,79.1345
MCA,MECHEDA,22.4138,87.8586
MCDA,MAA CHANDIKA DEVI DHAM ANTU,26.0552549,81.8984076
MCF,MANIK CHOWREE P.H.,21.004394,81.783428
MCI,MANCHERAL,18.8792,79.4493
MCJ,MANJATTIDAL,10.7924,78.7317
MCL,MADIMANGALAM,12.5987,79.186
MCLA,MACHERLA,16.46967,79.438437
MCLE,MANCHILI,16.6633,81.614
MCN,MUKUNDARAYAPURM,12.9776,79.289
MCO,MOTIHARI COURT,26.6259,84.9056
MCPE,MARWAR CHAPRI,26.778104,73.909321
MCPK,CHEPAUK,13.061712,80.28049
MCPT,CHINTADARIPET,13.07371,80.273838
MCQ,MIRCHADHORI,24.2923,82.7939
MCRD,MECHERI ROAD,11.8044,77.922
MCS,MANCHESWAR,20.321931,85.844936
